episode,reward,score,steps,loss,epsilon
0,-1.02,0,3,0.0,1.0
1,-1.03,0,4,0.0,0.95
2,-1.01,0,2,0.0,0.9025
3,-1.03,0,4,0.0,0.8573749999999999
4,-1.02,0,3,0.0,0.8145062499999999
5,-1.0,0,1,0.0,0.7737809374999999
6,-1.05,0,6,0.0,0.7350918906249998
7,-1.0,0,1,0.0,0.6983372960937497
8,-1.0,0,1,0.0,0.6634204312890623
9,-1.0,0,1,0.0,0.6302494097246091
10,-1.01,0,2,0.0,0.5987369392383786
11,-1.0,0,1,0.0,0.5688000922764596
12,-1.0,0,1,0.0,0.5403600876626365
13,-1.0,0,1,0.0,0.5133420832795047
14,-1.0,0,1,0.0,0.48767497911552943
15,-1.01,0,2,0.0,0.46329123015975293
16,-1.0,0,1,0.0,0.44012666865176525
17,-1.0,0,1,0.0,0.41812033521917696
18,-1.0,0,1,0.0,0.3972143184582181
19,-1.0,0,1,0.0,0.37735360253530714
20,-1.0,0,1,0.0,0.35848592240854177
21,-1.0,0,1,0.0,0.34056162628811465
22,-1.0,0,1,0.0,0.3235335449737089
23,-1.0,0,1,0.0,0.30735686772502346
24,-1.0,0,1,0.0,0.2919890243387723
25,-1.0,0,1,0.0,0.27738957312183365
26,-1.03,0,4,0.0,0.263520094465742
27,-1.0,0,1,0.0,0.25034408974245487
28,-1.29,0,30,0.35831086337566376,0.2378268852553321
29,-1.23,0,24,0.2143136734763781,0.2259355409925655
30,-1.04,0,5,0.12740674763917922,0.2146387639429372
31,-1.03,0,4,0.09988621436059475,0.20390682574579033
32,-1.04,0,5,0.1120874598622322,0.1937114844585008
33,-1.03,0,4,0.08764432929456234,0.18402591023557577
34,-1.1199999999999999,0,13,0.06407185529287045,0.17482461472379698
35,-1.25,0,26,0.030116274630507596,0.16608338398760714
36,-1.28,0,29,0.009688701071166273,0.15777921478822676
37,-1.09,0,10,0.010125853354111314,0.14989025404881542
38,-1.5200000000000002,0,53,0.003263449219477205,0.14239574134637464
39,-1.17,0,18,0.003957765312710156,0.1352759542790559
40,-1.02,0,3,0.007154386839829385,0.1285121565651031
41,-1.6300000000000003,0,64,0.002316775359759049,0.12208654873684793
42,-1.26,0,27,0.0019218674979465842,0.11598222130000553
43,-1.27,0,28,0.002074903676527486,0.11018311023500525
