episode,reward,score,steps,loss,epsilon
0,-1.1199999999999999,0,13,0.0,1.0
1,-1.06,0,7,0.0,0.995
2,-1.05,0,6,0.0,0.990025
3,-1.0,0,1,0.0,0.985074875
4,-1.06,0,7,0.0,0.9801495006250001
5,-1.03,0,4,0.0,0.9752487531218751
6,-1.02,0,3,0.0,0.9703725093562657
7,-1.0,0,1,0.0,0.9655206468094844
8,-1.04,0,5,0.0,0.960693043575437
9,-1.01,0,2,0.0,0.9558895783575597
10,-1.0,0,1,0.0,0.9511101304657719
11,-1.01,0,2,0.0,0.946354579813443
12,-1.07,0,8,0.0,0.9416228069143757
13,-1.02,0,3,0.0,0.9369146928798039
14,-1.01,0,2,0.2229941189289093,0.9322301194154049
15,-1.01,0,2,0.18341279029846191,0.9275689688183278
16,-1.03,0,4,0.18649514392018318,0.9229311239742362
17,-1.01,0,2,0.18321309983730316,0.918316468354365
18,-1.0,0,1,0.18637152016162872,0.9137248860125932
19,-1.04,0,5,0.19376184046268463,0.9091562615825302
20,-1.0,0,1,0.18106338381767273,0.9046104802746175
21,-1.02,0,3,0.19022640585899353,0.9000874278732445
22,-1.04,0,5,0.19118298590183258,0.8955869907338783
23,-1.03,0,4,0.19111599028110504,0.8911090557802088
24,-1.02,0,3,0.19710564613342285,0.8866535105013078
25,-1.01,0,2,0.2021436244249344,0.8822202429488013
26,-1.02,0,3,0.1869594802459081,0.8778091417340573
27,-1.01,0,2,0.1779150366783142,0.8734200960253871
28,-1.02,0,3,0.1752705176671346,0.8690529955452602
29,-1.02,0,3,0.1646228531996409,0.8647077305675338
30,-1.01,0,2,0.17110516130924225,0.8603841919146962
31,-1.05,0,6,0.18752222259839377,0.8560822709551227
32,-1.09,0,10,0.14840775579214097,0.851801859600347
33,-1.08,0,9,0.13262645651896796,0.8475428503023453
34,-1.0,0,1,0.11712037771940231,0.8433051360508336
35,-1.02,0,3,0.10757106790939967,0.8390886103705794
36,-1.01,0,2,0.10142473876476288,0.8348931673187264
37,-1.0,0,1,0.10960482060909271,0.8307187014821328
38,-1.03,0,4,0.10535205341875553,0.8265651079747222
39,-1.1,0,11,0.0923213471065868,0.8224322824348486
40,-1.02,0,3,0.07240920513868332,0.8183201210226743
41,-1.0,0,1,0.09356769919395447,0.8142285204175609
42,-1.0,0,1,0.07692904770374298,0.810157377815473
43,-1.02,0,3,0.06564547618230183,0.8061065909263957
44,-1.06,0,7,0.071854687162808,0.8020760579717637
45,-1.01,0,2,0.07673775404691696,0.798065677681905
46,-1.04,0,5,0.06725672632455826,0.7940753492934954
47,-1.1,0,11,0.056894056160341606,0.7901049725470279
48,-1.03,0,4,0.055464278906583786,0.7861544476842928
49,-1.01,0,2,0.05570262670516968,0.7822236754458713
50,-1.0,0,1,0.06700107455253601,0.778312557068642
51,-1.1,0,11,0.04114841212603179,0.7744209942832988
52,-1.08,0,9,0.03241418260667059,0.7705488893118823
53,-1.0,0,1,0.033927202224731445,0.7666961448653229
54,-1.02,0,3,0.023875930656989414,0.7628626641409962
55,-1.07,0,8,0.02748950175009668,0.7590483508202912
56,-1.03,0,4,0.025953440461307764,0.7552531090661897
57,-1.05,0,6,0.030260014658172924,0.7514768435208588
58,-1.19,0,20,0.027825322933495045,0.7477194593032545
59,-1.0,0,1,0.04021523892879486,0.7439808620067382
60,-1.05,0,6,0.02356754243373871,0.7402609576967045
61,-1.07,0,8,0.0251461083535105,0.736559652908221
62,-1.03,0,4,0.040735336020588875,0.7328768546436799
63,-1.0,0,1,0.023311030119657516,0.7292124703704616
64,-1.01,0,2,0.02075310703366995,0.7255664080186093
65,-1.0,0,1,0.0344848558306694,0.7219385759785162
66,-1.07,0,8,0.030439657624810934,0.7183288830986236
67,-1.14,0,15,0.024498245244224868,0.7147372386831305
68,-1.04,0,5,0.01926105096936226,0.7111635524897149
69,-1.06,0,7,0.03855312296322414,0.7076077347272662
70,-1.0,0,1,0.029169924557209015,0.7040696960536299
71,-1.01,0,2,0.021869922056794167,0.7005493475733617
72,-1.03,0,4,0.026277622673660517,0.697046600835495
73,-1.04,0,5,0.022396175563335417,0.6935613678313175
74,-1.05,0,6,0.030183724438150723,0.6900935609921609
75,-1.03,0,4,0.02258289698511362,0.6866430931872001
76,-1.04,0,5,0.030005699768662453,0.6832098777212641
77,-1.22,0,23,0.022357836892099484,0.6797938283326578
78,-1.03,0,4,0.01707443268969655,0.6763948591909945
79,-1.08,0,9,0.02614048185447852,0.6730128848950395
80,-1.1,0,11,0.02040821136060086,0.6696478204705644
81,-1.09,0,10,0.01963993478566408,0.6662995813682115
82,-1.1099999999999999,0,12,0.021232037882631023,0.6629680834613705
83,-1.02,0,3,0.01830887421965599,0.6596532430440636
84,-1.05,0,6,0.01441196103890737,0.6563549768288433
85,-1.06,0,7,0.016452947099293982,0.653073201944699
86,-1.16,0,17,0.01886828084859778,0.6498078359349755
87,-1.05,0,6,0.018957665500541527,0.6465587967553006
88,-1.05,0,6,0.026067026580373447,0.6433260027715241
89,-1.04,0,5,0.016789539344608785,0.6401093727576664
90,-1.0,0,1,0.03242648020386696,0.6369088258938781
91,-1.07,0,8,0.018338489229790866,0.6337242817644086
92,-1.1099999999999999,0,12,0.020190879159296553,0.6305556603555866
93,-1.2,0,21,0.021961131266185215,0.6274028820538087
94,-1.0,0,1,0.011799352243542671,0.6242658676435396
95,-1.05,0,6,0.022936027962714434,0.6211445383053219
96,-1.06,0,7,0.01592473472867693,0.6180388156137953
97,-1.03,0,4,0.01291677076369524,0.6149486215357263
98,-1.05,0,6,0.020846975812067587,0.6118738784280476
99,-1.0,0,1,0.014403296634554863,0.6088145090359074
100,-1.0,0,1,0.010853438638150692,0.6057704364907278
101,-1.01,0,2,0.019313419237732887,0.6027415843082742
102,-1.05,0,6,0.017604640840242308,0.5997278763867329
103,-1.0,0,1,0.019014116376638412,0.5967292370047992
104,-1.02,0,3,0.026923648392160732,0.5937455908197752
105,-1.0,0,1,0.01919703744351864,0.5907768628656763
106,-1.0,0,1,0.012437941506505013,0.5878229785513479
107,-1.03,0,4,0.020177868427708745,0.5848838636585911
108,-1.04,0,5,0.018859697878360747,0.5819594443402982
109,-1.1,0,11,0.01541044203225862,0.5790496471185967
110,-1.0,0,1,0.010439779609441757,0.5761543988830038
111,-1.1,0,11,0.01676028323444453,0.5732736268885887
112,-1.03,0,4,0.01695921109057963,0.5704072587541458
113,-1.0,0,1,0.009813928045332432,0.567555222460375
114,-1.09,0,10,0.015402620006352664,0.5647174463480732
115,-1.33,0,34,0.012895493357277969,0.5618938591163328
116,-1.01,0,2,0.010959349572658539,0.5590843898207511
117,-1.27,0,28,0.010274304309859872,0.5562889678716474
118,-1.0,0,1,0.008159766905009747,0.5535075230322891
119,-1.0,0,1,0.024522025138139725,0.5507399854171277
120,-1.04,0,5,0.01755726635456085,0.547986285490042
121,-1.04,0,5,0.018260688707232475,0.5452463540625918
122,-1.03,0,4,0.013181461719796062,0.5425201222922789
123,-1.31,0,32,0.01236981806869153,0.5398075216808175
124,-1.01,0,2,0.014823134522885084,0.5371084840724134
125,-1.03,0,4,0.01508698146790266,0.5344229416520513
126,-1.01,0,2,0.01091869967058301,0.531750826943791
127,-1.1,0,11,0.011103500866077164,0.5290920728090721
128,-1.03,0,4,0.011148296296596527,0.5264466124450268
129,-1.08,0,9,0.012978928577568796,0.5238143793828016
130,-1.01,0,2,0.021578128449618816,0.5211953074858876
