episode,reward,score,steps,loss,epsilon
286,-1.19,0,20,0.0028325271385256203,0.2384520680152932
287,-1.07,0,8,0.0029471642046701163,0.23725980767521673
288,-1.02,0,3,0.0038845157250761986,0.23607350863684065
289,-1.04,0,5,0.003251573070883751,0.23489314109365644
290,-1.07,0,8,0.003170246025547385,0.23371867538818816
291,-1.22,0,23,0.004277711941698647,0.23255008201124722
292,-1.06,0,7,0.0024809600186667274,0.231387331601191
293,-1.03,0,4,0.0026668556965887547,0.23023039494318503
294,-1.0,0,1,0.010417512618005276,0.2290792429684691
295,-1.1,0,11,0.0024218141969124026,0.22793384675362674
296,-1.23,0,24,0.002785814033510784,0.22679417751985861
297,-1.24,0,25,0.001999674253165722,0.22566020663225933
298,-1.05,0,6,0.00167561163349698,0.22453190559909803
299,-1.5000000000000002,0,51,0.0025505286130104578,0.22340924607110255
300,-1.25,0,26,0.0025180823823365453,0.22229219984074702
301,-1.1199999999999999,0,13,0.00223123026975932,0.2211807388415433
302,-1.05,0,6,0.002376508394566675,0.22007483514733558
303,-1.06,0,7,0.003395296400412917,0.2189744609715989
304,-1.09,0,10,0.0032953631365671755,0.2178795886667409
305,-1.14,0,15,0.002549165883101523,0.2167901907234072
306,-1.34,0,35,0.00221553882916591,0.21570623976979014
307,-1.1,0,11,0.0018833527256819334,0.21462770857094118
308,-1.13,0,14,0.0021584404333095464,0.21355457002808648
309,-1.1099999999999999,0,12,0.0021844504420490316,0.21248679717794605
310,-1.03,0,4,0.004047784343129024,0.21142436319205632
311,-1.0,0,1,0.001530397916212678,0.21036724137609603
312,-1.31,0,32,0.0019013115233974531,0.20931540516921554
313,-1.03,0,4,0.002377553260885179,0.20826882814336947
314,-1.04,0,5,0.0020690285600721836,0.20722748400265262
315,-1.19,0,20,0.0017126282211393118,0.20619134658263935
316,-1.06,0,7,0.0019022667547687888,0.20516038984972615
317,-1.01,0,2,0.0013390036183409393,0.2041345879004775
318,-1.01,0,2,0.0017301021725870669,0.2031139149609751
319,-1.1199999999999999,0,13,0.0020178028722651876,0.20209834538617025
320,-1.26,0,27,0.0022105553523740834,0.2010878536592394
321,-1.06,0,7,0.0018521998343723161,0.2000824143909432
322,-1.0,0,1,0.0012373325880616903,0.19908200231898848
323,-1.19,0,20,0.002252411865629256,0.19808659230739353
324,-1.06,0,7,0.0026575541123747826,0.19709615934585656
325,-1.14,0,15,0.0021365702152252196,0.19611067854912728
326,-1.1199999999999999,0,13,0.0023770836325219045,0.19513012515638165
327,-1.1199999999999999,0,13,0.0018453925149515271,0.19415447453059972
328,-1.03,0,4,0.0019030639959964901,0.19318370215794672
329,-1.1,0,11,0.0017595465549013832,0.192217783647157
330,-1.27,0,28,0.001480303392911862,0.1912566947289212
331,-1.1,0,11,0.0013670939317142422,0.1903004112552766
332,-1.03,0,4,0.0017127416213043034,0.18934890919900021
333,-1.29,0,30,0.0014120062696747482,0.18840216465300522
334,-1.09,0,10,0.0014573377731721849,0.18746015382974018
335,-1.1,0,11,0.002201767437244681,0.1865228530605915
336,-1.07,0,8,0.0020785541710210964,0.18559023879528855
337,-1.14,0,15,0.0022845278959721326,0.1846622876013121
338,-1.02,0,3,0.0020976667292416096,0.18373897616330553
339,-1.17,0,18,0.001999634017314141,0.182820281282489
340,-0.6700000000000004,1,69,0.0025506058228674574,0.18190617987607657
341,-1.1,0,11,0.0022538530915467577,0.18099664897669618
342,-1.4900000000000002,0,50,0.002018614790868014,0.1800916657318127
343,-1.35,0,36,0.0035328067606315017,0.17919120740315364
