episode,reward,score,steps,loss,epsilon
171,-1.1099999999999999,0,12,0.00627708724156643,0.42437208406280985
172,-1.21,0,22,0.006620931587266651,0.4222502236424958
173,-1.1,0,11,0.005312835882333192,0.42013897252428334
174,-1.05,0,6,0.006571636380006869,0.4180382776616619
175,-1.06,0,7,0.00701707461848855,0.4159480862733536
176,-1.02,0,3,0.008299697190523148,0.41386834584198684
177,-1.08,0,9,0.00799474722912742,0.4117990041127769
178,-1.22,0,23,0.006816706164618549,0.40974000909221303
179,-1.0,0,1,0.013386597856879234,0.40769130904675194
180,-1.02,0,3,0.006209477161367734,0.40565285250151817
181,-1.02,0,3,0.011635177458326021,0.4036245882390106
182,-1.04,0,5,0.006632585916668177,0.4016064652978155
183,-1.13,0,14,0.005731713176438851,0.3995984329713264
184,-1.1099999999999999,0,12,0.005796829820610583,0.3976004408064698
185,-1.04,0,5,0.005901100393384695,0.39561243860243744
186,-1.14,0,15,0.005148665172358354,0.3936343764094253
187,-1.15,0,16,0.004924047738313675,0.39166620452737816
188,-1.04,0,5,0.003472220478579402,0.3897078735047413
189,-1.01,0,2,0.004479176830500364,0.3877593341372176
190,-1.2,0,21,0.004970140733002197,0.3858205374665315
191,-1.09,0,10,0.004450032860040665,0.38389143477919885
192,-1.04,0,5,0.003941786196082831,0.3819719776053028
193,-1.4500000000000002,0,46,0.004404203166537311,0.3800621177172763
194,-1.06,0,7,0.007299492900658931,0.37816180712868996
195,-1.1099999999999999,0,12,0.006125594178835551,0.37627099809304654
196,-1.0,0,1,0.004088494461029768,0.3743896431025813
197,-1.08,0,9,0.003844973333697352,0.37251769488706843
198,-1.19,0,20,0.005306689126882702,0.3706551064126331
199,-1.07,0,8,0.0038422154902946204,0.36880183088056995
200,-1.16,0,17,0.004406931371811558,0.3669578217261671
201,-1.04,0,5,0.003847312880679965,0.36512303261753626
202,-1.02,0,3,0.003250652691349387,0.3632974174544486
203,-1.02,0,3,0.004238921450451016,0.3614809303671764
204,-1.1099999999999999,0,12,0.003615005601507922,0.3596735257153405
205,-1.0,0,1,0.004735718015581369,0.3578751580867638
206,-1.28,0,29,0.0041294797034613015,0.35608578229633
207,-1.04,0,5,0.003373199258930981,0.3543053533848483
208,-1.03,0,4,0.005846246378496289,0.35253382661792404
209,-1.01,0,2,0.009868446388281882,0.3507711574848344
210,-1.04,0,5,0.003887438727542758,0.34901730169741024
211,-1.03,0,4,0.0030566075583919883,0.3472722151889232
212,-1.09,0,10,0.005715124891139567,0.3455358541129786
213,-1.1099999999999999,0,12,0.003881984914187342,0.3438081748424137
214,-1.2,0,21,0.00498269513870279,0.3420891339682016
215,-1.03,0,4,0.0033573933178558946,0.3403786882983606
216,-1.1,0,11,0.0038198405157097363,0.3386767948568688
217,-1.02,0,3,0.0031974161975085735,0.33698341088258443
218,-1.03,0,4,0.005858798394910991,0.3352984938281715
219,-1.09,0,10,0.006423137988895178,0.33362200135903064
220,-1.02,0,3,0.0036295439737538495,0.33195389135223546
221,-1.1,0,11,0.004614919529889117,0.3302941218954743
222,-1.14,0,15,0.006127088237553835,0.32864265128599696
223,-1.08,0,9,0.003486417363294297,0.326999438029567
224,-1.05,0,6,0.005860418702165286,0.3253644408394192
225,-1.19,0,20,0.004409998503979296,0.3237376186352221
226,-1.02,0,3,0.0026544791956742606,0.322118930542046
227,-1.06,0,7,0.002936618585538651,0.32050833588933575
228,-1.2,0,21,0.004379870447640617,0.31890579420988907
229,-1.24,0,25,0.0035359900537878276,0.3173112652388396
230,-1.18,0,19,0.0038893328195339755,0.3157247089126454
231,-1.07,0,8,0.003616638539824635,0.3141460853680822
232,-1.0,0,1,0.0038781827315688133,0.3125753549412418
233,-1.05,0,6,0.004722700105048716,0.31101247816653554
234,-1.06,0,7,0.0038464170980400275,0.30945741577570285
235,-1.03,0,4,0.0037739030085504055,0.3079101286968243
236,-1.03,0,4,0.004683580773416907,0.3063705780533402
237,-1.0,0,1,0.004913416691124439,0.30483872516307353
238,-1.07,0,8,0.0041679506248328835,0.3033145315372582
239,-1.16,0,17,0.004156650906866964,0.3017979588795719
240,-1.05,0,6,0.005021354338775079,0.30028896908517405
241,-1.15,0,16,0.005423487862572074,0.2987875242397482
242,-1.24,0,25,0.005439110193401575,0.29729358661854943
243,-1.08,0,9,0.005013603639478485,0.29580711868545667
244,-1.09,0,10,0.004787779226899147,0.2943280830920294
245,-1.02,0,3,0.006742989178746939,0.29285644267656924
246,-1.01,0,2,0.0046333977952599525,0.2913921604631864
247,-1.1099999999999999,0,12,0.005564110702835023,0.28993519966087045
248,-1.0,0,1,0.00937711726874113,0.2884855236625661
249,-1.22,0,23,0.00429078706783121,0.28704309604425327
250,-1.0,0,1,0.0033560239244252443,0.285607880564032
251,-1.0,0,1,0.0036027799360454082,0.28417984116121187
252,-1.08,0,9,0.0035173156453917422,0.2827589419554058
253,-1.04,0,5,0.004775293776765466,0.28134514724562876
254,-1.22,0,23,0.00344474119660647,0.2799384215094006
255,-1.05,0,6,0.003952724238236745,0.27853872940185365
256,-1.02,0,3,0.003510321257635951,0.27714603575484437
257,-1.22,0,23,0.005561379513338856,0.2757603055760701
258,-1.07,0,8,0.004195029672700912,0.2743815040481898
259,-1.1,0,11,0.004641750573434613,0.2730095965279488
260,-1.1099999999999999,0,12,0.005449660355225205,0.27164454854530906
261,-1.09,0,10,0.0041893312707543375,0.2702863258025825
262,-1.13,0,14,0.0036827377875202467,0.2689348941735696
263,-1.02,0,3,0.0031635800066093602,0.26759021970270175
264,-1.0,0,1,0.004035463090986013,0.2662522686041882
265,-1.04,0,5,0.0030453704297542573,0.2649210072611673
266,-1.03,0,4,0.0024987589567899704,0.26359640222486147
267,-1.14,0,15,0.004645039164461196,0.26227842021373715
268,-1.09,0,10,0.0028947775019332765,0.2609670281126685
269,-1.21,0,22,0.0034073651768267155,0.25966219297210513
270,-1.19,0,20,0.0028394227148965,0.2583638820072446
271,-1.01,0,2,0.0025341304717585444,0.2570720625972084
272,-1.02,0,3,0.0029043282847851515,0.25578670228422234
273,-1.13,0,14,0.0037808900399665746,0.25450776877280124
274,-1.23,0,24,0.0030625219757591062,0.2532352299289372
275,-1.16,0,17,0.0041037793956039586,0.2519690537792925
276,-1.31,0,32,0.003216737193724839,0.2507092085103961
277,-0.09000000000000008,1,11,0.006687855623154478,0.2494556624678441
278,-1.3900000000000001,0,40,0.004553326219320297,0.24820838415550486
279,-1.08,0,9,0.004387565966074665,0.24696734223472733
280,-1.0,0,1,0.0039144959300756454,0.2457325055235537
281,-1.03,0,4,0.0032409040140919387,0.24450384299593592
282,-1.25,0,26,0.003342398227407382,0.24328132378095624
283,-1.5000000000000002,0,51,0.003474772506046529,0.24206491716205145
284,-1.03,0,4,0.0030005647568032146,0.2408545925762412
285,-1.19,0,20,0.0030643018893897534,0.23965031961336
286,-1.26,0,27,0.0036410751700815228,0.2384520680152932
287,-1.26,0,27,0.004758582002034894,0.23725980767521673
288,-1.15,0,16,0.003103189214016311,0.23607350863684065
289,-1.1199999999999999,0,13,0.0030448129311060677,0.23489314109365644
290,-1.0,0,1,0.001801723730750382,0.23371867538818816
291,-1.22,0,23,0.004102233837804069,0.23255008201124722
292,-1.1099999999999999,0,12,0.002894182146216432,0.231387331601191
293,-1.0,0,1,0.0030872831121087074,0.23023039494318503
294,-1.08,0,9,0.003310829789067308,0.2290792429684691
295,-1.06,0,7,0.0035777886265090536,0.22793384675362674
296,-1.03,0,4,0.003550818655639887,0.22679417751985861
297,-1.36,0,37,0.003764216882503919,0.22566020663225933
298,-1.09,0,10,0.0029324957984499635,0.22453190559909803
299,-1.1,0,11,0.004338841335001317,0.22340924607110255
300,-1.01,0,2,0.0020581253920681775,0.22229219984074702
301,-1.06,0,7,0.0045495722775480574,0.2211807388415433
302,-1.02,0,3,0.0034477851198365292,0.22007483514733558
303,-1.1199999999999999,0,13,0.0033375668840912674,0.2189744609715989
304,-1.15,0,16,0.0035890787112293765,0.2178795886667409
305,-1.4100000000000001,0,42,0.0034912918483661045,0.2167901907234072
306,-1.14,0,15,0.0030217899785687525,0.21570623976979014
307,-1.08,0,9,0.002753174333419237,0.21462770857094118
308,-1.05,0,6,0.00335881106245021,0.21355457002808648
309,-1.27,0,28,0.003100289123332394,0.21248679717794605
310,-1.37,0,38,0.004028215416167912,0.21142436319205632
311,-1.1,0,11,0.003869909644973549,0.21036724137609603
312,-1.26,0,27,0.0032656890452253044,0.20931540516921554
313,-1.14,0,15,0.002545970647285382,0.20826882814336947
314,-1.1,0,11,0.0058132353323427114,0.20722748400265262
315,-1.19,0,20,0.004190550360362977,0.20619134658263935
316,-1.04,0,5,0.0041956273838877674,0.20516038984972615
317,-1.27,0,28,0.003676145287629749,0.2041345879004775
318,-1.23,0,24,0.0037089369725435972,0.2031139149609751
319,-1.29,0,30,0.004665560461580754,0.20209834538617025
320,-1.02,0,3,0.004115927886838715,0.2010878536592394
321,-1.02,0,3,0.003511196468025446,0.2000824143909432
322,-1.3900000000000001,0,40,0.0034505970717873423,0.19908200231898848
323,-1.13,0,14,0.0041917212407237715,0.19808659230739353
324,-1.05,0,6,0.002933862153440714,0.19709615934585656
325,-1.1199999999999999,0,13,0.0038000508032452604,0.19611067854912728
326,-1.16,0,17,0.003021558075595428,0.19513012515638165
327,-1.1099999999999999,0,12,0.002731345370799924,0.19415447453059972
328,-1.34,0,35,0.00454244385140815,0.19318370215794672
329,-1.27,0,28,0.004392696627681809,0.192217783647157
330,-1.4000000000000001,0,41,0.003824752233013874,0.1912566947289212
331,-1.03,0,4,0.002211392449680716,0.1903004112552766
332,-1.1099999999999999,0,12,0.0030459186721903584,0.18934890919900021
333,-1.4800000000000002,0,49,0.003129759237968496,0.18840216465300522
334,-1.05,0,6,0.0034442059695720673,0.18746015382974018
335,-1.3,0,31,0.003662745708659772,0.1865228530605915
336,-1.03,0,4,0.004970733367372304,0.18559023879528855
337,-1.01,0,2,0.002523781848140061,0.1846622876013121
338,-1.21,0,22,0.003207597950346429,0.18373897616330553
339,-0.030000000000000027,1,5,0.00423953183926642,0.182820281282489
340,-1.02,0,3,0.004046055721119046,0.18190617987607657
341,-1.1199999999999999,0,13,0.003048065279682095,0.18099664897669618
342,-1.13,0,14,0.002472351654432714,0.1800916657318127
343,-1.02,0,3,0.003268109867349267,0.17919120740315364
344,-1.09,0,10,0.004166700993664563,0.17829525136613786
345,-1.37,0,38,0.003539870539067411,0.17740377510930716
346,-1.01,0,2,0.0029948195442557335,0.17651675623376062
347,-1.4600000000000002,0,47,0.003086673660560491,0.1756341724525918
348,-1.26,0,27,0.003065023756655002,0.17475600159032884
349,-1.05,0,6,0.002732404119645556,0.17388222158237718
350,-1.07,0,8,0.004141754179727286,0.1730128104744653
351,-1.0,0,1,0.0019318489357829094,0.17214774642209296
352,-1.1099999999999999,0,12,0.002606032775171722,0.1712870076899825
353,-1.22,0,23,0.003536077869205695,0.17043057265153258
354,-1.33,0,34,0.00235901861314607,0.16957841978827493
355,-1.1,0,11,0.0021769028072330084,0.16873052768933355
356,-1.0,0,1,0.0034063071943819523,0.1678868750508869
357,-1.04,0,5,0.0026122062699869275,0.16704744067563246
358,-1.0,0,1,0.003150371601805091,0.1662122034722543
359,-1.05,0,6,0.005124801653437316,0.16538114245489302
360,-1.04,0,5,0.0037366950418800116,0.16455423674261854
361,-0.44000000000000017,1,46,0.0029890930948212094,0.16373146555890544
362,-1.01,0,2,0.0020241739111952484,0.16291280823111093
363,-1.26,0,27,0.0029868682268662035,0.16209824418995536
364,-1.03,0,4,0.0027645182562991977,0.16128775296900558
365,-1.19,0,20,0.0032183465722482652,0.16048131420416054
366,-1.24,0,25,0.00376784339081496,0.15967890763313974
367,-1.07,0,8,0.003801903600106016,0.15888051309497406
368,-1.13,0,14,0.0033904559261697742,0.1580861105294992
369,-1.33,0,34,0.0028653580811806023,0.1572956799768517
370,-0.2400000000000001,1,26,0.002748928525341818,0.15650920157696743
371,-1.24,0,25,0.0031582518853247167,0.1557266555690826
372,-1.02,0,3,0.001961204339750111,0.1549480222912372
373,-1.03,0,4,0.0020996977982576936,0.15417328217978102
374,-1.16,0,17,0.0027398177395191264,0.1534024157688821
375,-1.24,0,25,0.004834613692946732,0.1526354036900377
376,-1.23,0,24,0.003880030863607923,0.1518722266715875
377,-1.04,0,5,0.0026922104880213737,0.15111286553822956
378,-1.19,0,20,0.0036762745352461935,0.15035730121053842
379,-1.4600000000000002,0,47,0.0031928908862569865,0.14960551470448571
380,-1.31,0,32,0.0035814228576782625,0.14885748713096328
381,-1.1199999999999999,0,13,0.002991454559378326,0.14811319969530845
382,-1.19,0,20,0.005055378755787388,0.1473726336968319
383,-1.4600000000000002,0,47,0.004140836139645507,0.14663577052834775
384,-1.27,0,28,0.003086411651955651,0.14590259167570602
385,-1.01,0,2,0.0038877438055351377,0.1451730787173275
386,-1.26,0,27,0.002720696700702387,0.14444721332374086
387,-1.21,0,22,0.0032610072098164396,0.14372497725712216
388,-1.24,0,25,0.003781351093202829,0.14300635237083656
389,-1.06,0,7,0.003004002301687641,0.14229132060898236
390,-1.3900000000000001,0,40,0.003717721826978959,0.14157986400593744
391,-1.1199999999999999,0,13,0.00413815720150104,0.14087196468590776
392,-1.4600000000000002,0,47,0.003137184579440571,0.14016760486247823
393,-1.5800000000000003,0,59,0.0036337966774195687,0.13946676683816583
394,-1.32,0,33,0.0033715054548035064,0.138769433003975
395,-1.02,0,3,0.0019457331703354914,0.13807558583895513
396,-1.2,0,21,0.0033402948895291914,0.13738520790976036
397,-1.04,0,5,0.0024414771236479283,0.13669828187021155
398,-1.5000000000000002,0,51,0.002952250261681483,0.13601479046086049
399,-1.0,0,1,0.00213067838922143,0.1353347165085562
400,-1.09,0,10,0.0034557623090222477,0.1346580429260134
401,-1.0,0,1,0.0020157829858362675,0.13398475271138335
402,-1.04,0,5,0.0022511119954288007,0.13331482894782642
403,-1.07,0,8,0.0024933791282819584,0.13264825480308728
404,-1.08,0,9,0.003888848160083095,0.13198501352907185
405,-1.01,0,2,0.007402927149087191,0.1313250884614265
406,-1.24,0,25,0.00261426258366555,0.13066846301911936
407,-1.3900000000000001,0,40,0.0026713518134783955,0.13001512070402377
408,-1.09,0,10,0.0034431368694640696,0.12936504510050365
409,-1.4600000000000002,0,47,0.0033580018343661536,0.12871821987500112
410,-1.4600000000000002,0,47,0.0024262113679953397,0.12807462877562611
411,-1.02,0,3,0.002577758782232801,0.12743425563174798
412,-1.06,0,7,0.0030607113814247505,0.12679708435358925
413,-1.28,0,29,0.00274080587229852,0.1261630989318213
414,-1.04,0,5,0.0024349142564460634,0.1255322834371622
415,-1.03,0,4,0.003579090000130236,0.12490462201997637
416,-1.24,0,25,0.0022370701981708407,0.1242800989098765
417,-1.19,0,20,0.0028461251291446387,0.12365869841532712
418,-1.31,0,32,0.003278554606367834,0.12304040492325048
419,-1.24,0,25,0.00311711392365396,0.12242520289863423
420,-1.19,0,20,0.0027028725773561744,0.12181307688414106
421,-1.05,0,6,0.003710742030913631,0.12120401149972035
422,-1.4600000000000002,0,47,0.003059400490762547,0.12059799144222175
423,-1.1099999999999999,0,12,0.005126037324468295,0.11999500148501063
424,-1.32,0,33,0.0026757250624624166,0.11939502647758558
425,-1.16,0,17,0.00248368876054883,0.11879805134519765
426,-1.04,0,5,0.0027467553270980717,0.11820406108847166
427,-1.23,0,24,0.002651879064311894,0.1176130407830293
428,-1.24,0,25,0.003341026701964438,0.11702497557911415
429,-1.05,0,6,0.00207139136424909,0.11643985070121858
430,-1.24,0,25,0.0027264129370450974,0.11585765144771248
431,-1.1099999999999999,0,12,0.002760871439628924,0.11527836319047392
432,-1.09,0,10,0.0031225129030644895,0.11470197137452155
433,-1.29,0,30,0.0035662469531719883,0.11412846151764894
434,-1.3800000000000001,0,39,0.002946237657362452,0.1135578192100607
435,-0.5700000000000003,1,59,0.003005296903488747,0.11299003011401039
436,-1.32,0,33,0.002427305070203588,0.11242507996344034
437,-1.32,0,33,0.0027090490576952243,0.11186295456362313
438,-1.03,0,4,0.0019541608926374465,0.11130363979080501
439,-1.14,0,15,0.003125948350255688,0.11074712159185099
440,-1.03,0,4,0.004471588763408363,0.11019338598389174
441,-1.08,0,9,0.002559203033645948,0.10964241905397228
442,-1.04,0,5,0.0029590797610580923,0.10909420695870241
443,-1.15,0,16,0.003525423955579754,0.1085487359239089
444,-1.22,0,23,0.002337003683509386,0.10800599224428936
445,-1.17,0,18,0.002113922136939234,0.10746596228306791
446,-1.01,0,2,0.0018423963920213282,0.10692863247165257
447,-1.15,0,16,0.0020481892934185453,0.1063939893092943
448,-1.03,0,4,0.0020398059277795255,0.10586201936274783
449,-1.4900000000000002,0,50,0.0024722923873923717,0.10533270926593409
450,-1.02,0,3,0.001337001333013177,0.10480604571960442
451,-1.14,0,15,0.002019481888661782,0.1042820154910064
452,-1.4900000000000002,0,50,0.0024378762301057576,0.10376060541355137
453,-1.22,0,23,0.002407140447758138,0.1032418023864836
454,-1.5400000000000003,0,55,0.0027525083775716747,0.10272559337455119
455,-1.26,0,27,0.0026881367709763624,0.10221196540767843
456,-1.04,0,5,0.002358015370555222,0.10170090558064004
457,-1.6100000000000003,0,62,0.0028158637034075874,0.10119240105273684
458,-1.02,0,3,0.002943737509970864,0.10068643904747315
459,-1.25,0,26,0.0028326279716566205,0.10018300685223579
460,-1.08,0,9,0.002492377650924027,0.1
461,-1.25,0,26,0.002273294286659131,0.1
462,-1.3900000000000001,0,40,0.002176714318920858,0.1
463,-1.34,0,35,0.0018578659144363233,0.1
464,-1.06,0,7,0.002172257851010987,0.1
465,-1.01,0,2,0.0013548400602303445,0.1
466,-1.1199999999999999,0,13,0.0016549375454465358,0.1
467,-1.01,0,2,0.001463401538785547,0.1
468,-1.4700000000000002,0,48,0.001954847542947391,0.1
469,-1.23,0,24,0.002333896937974108,0.1
470,-1.4800000000000002,0,49,0.0021676863757513314,0.1
471,-1.6200000000000003,0,63,0.0019510508069605936,0.1
472,-1.1099999999999999,0,12,0.0021734244364779443,0.1
473,-1.4200000000000002,0,43,0.0020982987859264708,0.1
